id,carat,cut,color,clarity,depth,table,x,y,z,price
182244,1.51,Good,I,VS2,63.1,61.0,7.3,7.24,4.59,8701
175913,0.32,Ideal,D,VS2,62.8,54.0,4.38,4.36,2.74,758
90988,1.59,Ideal,F,SI1,62.2,55.0,7.49,7.42,4.65,11883
158181,0.7,Premium,F,SI1,63.0,60.0,5.67,5.63,3.56,2553
148144,0.9,Premium,E,SI2,62.4,57.0,6.17,6.13,3.84,3429
8657,0.42,Ideal,G,VS2,61.2,57.0,4.82,4.86,2.95,783
131901,1.3,Very Good,H,SI1,63.4,56.0,6.93,6.9,4.38,5690
31362,0.31,Good,H,SI1,63.2,57.0,4.3,4.33,2.73,464
189479,0.31,Ideal,D,VVS2,62.4,55.0,4.32,4.31,2.69,988
2971,0.7,Ideal,I,SI2,62.6,56.0,5.67,5.7,3.55,1914
149139,0.42,Ideal,J,VS2,62.3,55.0,4.82,4.79,3.0,719
112429,0.32,Ideal,D,SI2,62.5,55.0,4.39,4.38,2.74,477
34703,1.53,Ideal,I,IF,61.7,56.0,7.36,7.44,4.57,11511
158295,0.32,Ideal,I,VS2,62.4,57.0,4.4,4.43,2.76,449
104115,0.26,Ideal,H,SI2,62.5,56.0,4.08,4.11,2.56,397
17112,0.34,Ideal,G,VS1,61.9,56.0,4.49,4.52,2.79,773
191861,0.91,Very Good,H,VS1,61.2,58.0,6.21,6.27,3.81,4333
115997,1.29,Ideal,G,VS1,62.4,57.0,6.97,7.0,4.33,9116
38439,0.42,Premium,H,SI1,59.1,60.0,4.95,4.87,2.91,1040
148328,1.51,Ideal,H,SI1,61.6,59.0,7.44,7.4,4.58,11159
24036,0.71,Ideal,H,VS1,61.7,56.0,5.74,5.77,3.55,3167
59467,1.12,Premium,I,VS1,61.9,59.0,6.64,6.6,4.09,5740
57185,1.56,Ideal,G,VS2,61.2,56.0,7.47,7.49,4.58,14777
62687,1.07,Ideal,H,SI1,60.8,59.0,6.59,6.61,4.01,4785
80378,1.01,Premium,E,VVS1,62.3,58.0,6.44,6.39,4.0,10995
185520,1.54,Premium,G,SI2,61.6,60.0,7.38,7.36,4.54,7848
73579,1.01,Very Good,H,VS2,63.3,58.0,6.41,6.34,4.04,5611
33753,1.03,Ideal,H,SI1,61.1,57.0,6.54,6.5,3.99,4950
155204,0.32,Ideal,G,VVS2,61.9,56.0,4.42,4.37,2.72,936
63223,0.36,Ideal,E,SI1,62.3,56.0,4.53,4.56,2.83,810
108780,0.31,Ideal,I,SI1,60.4,57.0,4.38,4.42,2.66,436
24742,0.75,Very Good,F,VS1,62.1,59.0,5.81,5.84,3.61,2989
78558,0.34,Ideal,E,VS2,62.2,54.0,4.51,4.48,2.79,789
46178,1.04,Premium,E,VVS2,62.5,60.0,6.47,6.42,4.03,8564
190812,0.3,Ideal,G,VVS1,62.7,56.0,4.26,4.3,2.68,789
7445,0.7,Good,E,VVS2,61.4,61.0,5.65,5.72,3.48,3437
990,0.73,Very Good,E,SI2,58.7,61.0,5.95,5.91,3.49,2801
73382,0.82,Ideal,E,SI1,61.5,55.0,5.98,6.05,3.7,3563
188914,0.55,Premium,G,VS1,59.4,57.0,5.32,5.38,3.18,1770
178608,0.4,Good,E,SI2,63.3,55.0,4.72,4.74,2.99,702
70417,0.42,Ideal,E,SI1,61.8,57.0,4.81,4.78,2.97,883
72703,0.71,Very Good,G,VS2,62.7,58.0,5.7,5.72,3.58,2760
158043,0.39,Ideal,H,SI1,62.4,55.0,4.68,4.73,2.93,716
69763,0.47,Ideal,D,VS2,61.9,55.0,4.97,5.0,3.09,1567
23250,0.5,Very Good,F,VS2,61.8,59.0,5.07,5.09,3.14,1632
9246,1.25,Ideal,G,VS1,62.4,57.0,6.88,6.9,4.3,12008
127125,0.31,Very Good,H,VS2,61.1,61.0,4.34,4.37,2.66,489
78157,0.7,Very Good,G,SI1,63.2,56.0,5.62,5.69,3.57,2185
144570,0.72,Ideal,D,VS1,60.6,56.0,5.78,5.84,3.52,3840
34695,0.7,Ideal,F,SI1,61.7,55.0,5.72,5.76,3.54,2847
40010,0.72,Ideal,G,VS2,61.8,57.0,5.73,5.76,3.55,3012
119463,0.6,Ideal,D,VS2,61.1,57.0,5.45,5.42,3.32,2327
68524,0.32,Premium,E,VVS2,62.7,58.0,4.34,4.38,2.74,752
13567,0.59,Very Good,H,SI2,60.9,58.0,5.41,5.43,3.3,1265
22582,0.34,Ideal,E,SI1,62.0,56.0,4.46,4.49,2.78,596
40990,0.32,Ideal,H,VVS1,62.3,53.0,4.39,4.43,2.75,729
126182,1.54,Premium,G,SI2,61.5,59.0,7.36,7.47,4.57,9939
117921,0.3,Ideal,G,VS1,61.7,57.0,4.27,4.3,2.65,605
51324,0.6,Ideal,G,VS1,61.0,55.0,5.43,5.45,3.32,1937
50188,1.01,Premium,G,VS2,61.1,58.0,6.44,6.47,3.94,5713
84380,1.74,Premium,G,SI2,62.7,57.0,7.79,7.76,4.87,11922
51367,1.2,Ideal,I,SI1,61.8,57.0,6.9,6.84,4.24,5352
84172,1.2,Ideal,G,VS2,62.5,56.0,6.77,6.72,4.21,6850
103208,0.33,Ideal,I,SI1,62.0,56.0,4.42,4.45,2.75,572
65690,0.6,Ideal,D,SI1,61.9,56.0,5.39,5.42,3.35,2037
179881,0.9,Very Good,E,SI2,61.8,63.0,6.12,6.17,3.8,3724
118805,0.58,Very Good,G,VS1,63.1,55.0,5.32,5.34,3.36,1749
145551,1.01,Premium,D,SI1,62.5,60.0,6.36,6.32,3.96,5374
16676,1.09,Ideal,G,VS2,62.1,57.0,6.56,6.59,4.08,5766
131801,0.51,Very Good,D,SI2,63.3,58.0,5.09,5.05,3.21,1018
156186,0.34,Ideal,E,VS2,60.9,57.0,4.53,4.56,2.76,886
29441,0.7,Premium,F,SI2,60.3,59.0,5.76,5.59,3.45,1790
18764,0.3,Ideal,E,SI1,62.1,55.0,4.32,4.28,2.67,675
149338,0.52,Premium,H,SI1,61.1,60.0,5.2,5.17,3.16,1111
129494,1.22,Premium,J,VS2,61.6,59.0,6.84,6.89,4.23,6089
79873,1.2,Very Good,G,VS1,61.3,62.0,6.85,6.82,4.18,8075
149881,2.31,Premium,E,SI2,62.5,58.0,8.44,8.37,5.28,13065
81984,1.11,Ideal,F,SI2,62.1,57.0,6.66,6.59,4.12,4390
5081,1.5,Premium,E,VS2,59.5,58.0,7.4,7.45,4.43,14453
50824,0.43,Ideal,G,VS1,62.3,54.0,4.85,4.88,3.03,943
154820,0.31,Good,H,VS1,63.2,56.0,4.27,4.3,2.71,512
82883,0.6,Ideal,G,VS1,61.6,57.0,5.45,5.42,3.33,1920
38384,0.32,Good,H,SI1,63.3,57.0,4.33,4.37,2.75,421
98467,0.3,Ideal,G,IF,62.4,54.0,4.27,4.32,2.68,2287
89827,1.26,Ideal,F,VVS2,62.6,57.0,6.92,6.89,4.33,11705
13209,0.9,Ideal,E,SI1,61.9,55.0,6.14,6.2,3.82,4284
84897,0.34,Ideal,G,VS2,62.1,56.0,4.5,4.54,2.8,596
127709,0.55,Ideal,J,SI1,60.9,56.0,5.3,5.34,3.24,1035
152809,0.71,Ideal,I,VVS2,62.0,56.0,5.69,5.73,3.54,2308
159851,0.41,Premium,F,VVS2,61.6,58.0,4.77,4.74,2.93,1006
10430,0.41,Premium,G,VVS2,61.8,59.0,4.75,4.79,2.95,1007
189098,1.21,Premium,F,SI1,62.9,58.0,6.78,6.72,4.24,6770
59294,0.55,Ideal,F,VS1,60.5,55.0,5.35,5.38,3.24,2210
137780,0.31,Ideal,G,VS2,62.4,56.0,4.34,4.37,2.72,698
94907,0.53,Ideal,G,VVS1,61.6,56.0,5.21,5.27,3.22,1870
21507,0.71,Very Good,D,VS2,60.8,57.0,5.75,5.79,3.5,3372
182389,1.16,Ideal,G,VVS2,62.5,56.0,6.76,6.65,4.19,9013
43467,0.32,Premium,D,VS2,62.0,58.0,4.39,4.37,2.71,758
167996,0.35,Ideal,I,VVS1,62.0,53.0,4.48,4.53,2.8,752
101341,0.26,Ideal,F,VS2,61.3,56.0,4.11,4.13,2.52,386
43165,1.51,Very Good,F,SI1,62.6,58.0,7.31,7.33,4.58,10835
33360,0.3,Ideal,F,VVS2,61.1,56.0,4.35,4.37,2.66,945
141478,1.0,Very Good,H,SI2,60.8,61.0,6.39,6.43,3.9,4405
84293,0.32,Premium,H,SI2,62.5,58.0,4.33,4.35,2.71,421
133037,1.22,Premium,I,SI2,60.5,58.0,6.94,6.91,4.19,4277
86398,1.02,Very Good,G,VS1,62.8,58.0,6.37,6.42,4.02,6307
124369,0.32,Ideal,H,VVS2,62.4,55.0,4.37,4.39,2.73,645
35204,0.41,Ideal,H,VS1,60.3,57.0,4.8,4.85,2.91,863
132556,0.42,Ideal,J,VS2,62.0,55.0,4.79,4.82,2.98,683
180224,0.9,Very Good,H,VVS2,62.7,58.0,6.14,6.18,3.88,4649
53827,1.01,Fair,E,SI2,64.4,60.0,6.25,6.3,4.04,3764
1619,1.03,Ideal,H,SI2,61.7,57.0,6.49,6.53,4.03,4075
140501,0.31,Ideal,D,SI1,61.5,55.0,4.37,4.4,2.69,732
124304,1.34,Premium,H,VS2,61.9,58.0,7.07,7.04,4.36,8287
153183,0.91,Very Good,G,SI1,63.1,62.0,6.12,6.16,3.86,3429
89154,0.91,Very Good,G,SI1,63.1,61.0,6.12,6.17,3.88,3421
127165,0.3,Ideal,H,VVS1,62.4,55.0,4.27,4.3,2.68,824
101807,0.41,Ideal,G,VS2,61.6,57.0,4.8,4.82,2.96,863
174910,0.51,Ideal,D,VS2,61.9,56.0,5.14,5.18,3.19,1687
83116,2.21,Ideal,I,SI2,62.3,57.0,8.31,8.36,5.18,17010
52944,1.51,Good,I,SI1,63.7,56.0,7.27,7.23,4.63,7274
165865,0.5,Very Good,E,VS1,62.1,59.0,5.06,5.09,3.14,1629
16850,0.29,Very Good,G,VVS2,62.0,57.0,4.21,4.24,2.62,449
167951,0.57,Ideal,H,VS1,62.2,55.0,5.35,5.31,3.32,1728
90497,1.01,Ideal,G,VVS2,61.7,59.0,6.41,6.47,3.97,7137
27347,2.02,Very Good,I,VS1,63.4,59.0,7.98,8.02,5.05,16779
23935,1.17,Ideal,G,VS2,59.5,62.0,6.79,6.86,4.07,7295
57553,1.01,Premium,D,SI1,58.8,61.0,6.6,6.55,3.87,5242
166693,0.52,Ideal,E,VS2,62.1,55.0,5.17,5.2,3.22,1689
188898,0.34,Ideal,F,VVS2,62.4,55.0,4.53,4.48,2.81,806
58091,0.3,Premium,D,SI1,62.8,59.0,4.32,4.28,2.7,673
108890,0.83,Ideal,F,VS2,62.5,57.0,5.97,6.0,3.74,3827
152490,0.76,Premium,G,VVS2,61.6,58.0,5.85,5.89,3.61,3103
93785,1.0,Very Good,D,SI2,61.6,59.0,6.32,6.34,3.9,4984
30374,0.7,Very Good,E,SI1,60.9,59.0,5.68,5.71,3.46,2462
49499,0.71,Ideal,H,SI2,62.5,54.0,5.77,5.74,3.59,2105
53885,0.33,Ideal,G,VVS1,60.9,55.0,4.47,4.49,2.73,1114
123158,0.71,Premium,E,VS2,59.3,60.0,5.87,5.83,3.47,2903
181513,1.0,Premium,E,SI1,60.0,62.0,6.49,6.45,3.88,5438
190007,1.05,Premium,F,VVS2,59.9,59.0,6.6,6.66,3.99,9038
12350,0.55,Very Good,G,VS1,63.5,57.0,5.23,5.19,3.3,1819
95581,0.3,Very Good,E,SI1,62.9,58.0,4.28,4.31,2.7,499
150211,0.59,Ideal,G,VS2,62.0,54.0,5.4,5.37,3.33,1567
182895,1.0,Premium,E,SI2,59.3,61.0,6.51,6.48,3.85,4077
175612,0.33,Very Good,G,VVS1,63.1,56.0,4.46,4.43,2.8,1114
170522,0.9,Premium,E,SI1,62.0,59.0,6.15,6.12,3.8,4242
103574,1.01,Premium,D,VS2,61.8,59.0,6.44,6.41,3.97,7257
172753,0.51,Very Good,G,VS1,63.0,57.0,5.07,5.1,3.21,1613
59306,0.31,Ideal,G,VS2,61.5,57.0,4.35,4.39,2.68,675
36878,1.0,Fair,F,VS2,65.4,54.0,6.26,6.3,4.11,4878
171729,1.53,Very Good,F,SI1,63.2,56.0,7.34,7.3,4.62,12485
53616,0.4,Ideal,G,VVS2,63.0,56.0,4.71,4.67,2.94,1103
47884,1.91,Very Good,I,SI1,63.2,55.0,7.87,7.95,4.96,13047
144308,1.21,Premium,G,VS1,61.7,58.0,6.85,6.81,4.22,8057
72270,0.66,Ideal,G,SI1,61.9,57.0,5.61,5.64,3.48,2212
102358,0.57,Ideal,H,VVS2,62.0,55.0,5.32,5.38,3.32,1846
185723,2.55,Good,I,SI2,63.7,59.0,8.57,8.61,5.49,17723
113468,1.04,Ideal,G,SI1,62.3,55.0,6.47,6.49,4.03,4425
133525,0.54,Very Good,G,VS1,60.7,59.0,5.24,5.26,3.19,1689
151366,1.5,Premium,J,VS2,62.6,58.0,7.34,7.26,4.58,8040
150000,0.7,Ideal,G,VVS2,60.6,58.0,5.77,5.73,3.48,3234
129888,1.7,Ideal,I,VS1,62.8,57.0,7.61,7.55,4.78,12848
70980,1.02,Premium,G,VS2,63.0,58.0,6.43,6.38,4.04,6409
139299,0.32,Ideal,F,VS2,61.8,55.0,4.39,4.41,2.72,828
142668,1.01,Premium,D,SI1,62.7,58.0,6.43,6.37,4.01,6112
111753,1.24,Ideal,G,VVS1,62.9,55.0,6.83,6.8,4.28,10350
16666,0.73,Fair,G,VS2,62.1,65.0,5.68,5.66,3.53,2390
114495,0.34,Ideal,E,SI1,60.5,55.0,4.51,4.53,2.74,596
29253,0.72,Ideal,F,VS1,60.9,56.0,5.77,5.83,3.53,3269
68128,0.71,Very Good,E,SI1,62.7,60.0,5.64,5.67,3.55,2898
102854,1.51,Very Good,D,SI2,63.4,59.0,7.26,7.23,4.59,9343
79167,1.03,Ideal,F,VS1,62.3,56.0,6.5,6.46,4.04,7903
163794,2.17,Ideal,H,SI2,61.8,55.0,8.32,8.36,5.14,15485
22897,0.55,Very Good,D,VS2,60.3,57.0,5.3,5.34,3.21,2091
102911,0.3,Ideal,D,VS2,62.2,55.0,4.27,4.32,2.67,710
133035,0.32,Ideal,E,VS2,62.2,56.0,4.4,4.36,2.72,900
5132,0.91,Very Good,D,SI2,61.3,57.0,6.25,6.28,3.85,4395
169016,1.12,Ideal,H,VS2,61.5,57.0,6.73,6.69,4.13,6640
186968,1.54,Premium,I,SI2,60.9,58.0,7.46,7.5,4.55,6809
111410,0.9,Good,J,VS2,64.2,54.0,6.05,6.08,3.9,2570
125415,0.26,Very Good,F,VS1,62.4,58.0,4.06,4.09,2.54,515
155485,0.34,Premium,G,VVS1,62.4,58.0,4.47,4.44,2.77,879
190183,2.0,Very Good,G,SI2,59.5,61.0,8.16,8.18,4.86,13203
85704,0.26,Premium,H,VVS2,59.8,59.0,4.18,4.15,2.49,455
96173,1.24,Ideal,H,SI2,61.3,57.0,6.91,6.87,4.23,5831
37392,0.72,Ideal,E,SI1,62.0,56.0,5.77,5.74,3.56,2641
30334,0.3,Ideal,D,VS1,62.6,55.0,4.3,4.27,2.69,752
179538,0.27,Ideal,H,VVS1,61.9,56.0,4.15,4.19,2.58,450
143529,0.4,Very Good,D,SI1,62.4,59.0,4.7,4.74,2.94,1110
85954,1.3,Ideal,H,SI1,62.1,54.0,7.01,6.97,4.33,8164
59626,0.37,Ideal,F,VVS1,60.6,57.0,4.62,4.64,2.8,1015
37749,0.41,Premium,F,VS2,62.9,59.0,4.73,4.69,2.96,847
32221,0.55,Good,F,VS2,58.5,61.0,5.3,5.34,3.12,1548
177010,0.24,Ideal,F,VS2,62.0,56.0,3.98,4.03,2.47,536
167397,0.31,Premium,G,VVS1,60.7,59.0,4.36,4.38,2.65,816
77947,0.34,Ideal,F,VS1,61.5,56.0,4.55,4.51,2.78,853
180045,1.71,Ideal,F,SI1,62.0,56.0,7.67,7.64,4.74,11713
26272,0.54,Ideal,G,VS1,62.0,55.0,5.26,5.24,3.25,1650
105191,0.3,Good,E,SI1,63.9,56.0,4.22,4.26,2.71,526
114353,0.3,Very Good,G,SI2,63.3,56.0,4.29,4.25,2.7,506
65438,0.71,Ideal,H,SI1,61.6,57.0,5.67,5.73,3.51,2262
140131,0.92,Ideal,F,SI1,62.2,57.0,6.18,6.21,3.86,3942
43428,1.01,Premium,F,SI2,61.2,57.0,6.4,6.36,3.91,3909
185096,0.32,Ideal,H,VS1,61.9,56.0,4.42,4.39,2.73,720
183909,0.5,Ideal,H,VVS2,61.8,57.0,5.09,5.12,3.16,1746
145080,1.01,Good,H,SI1,64.1,56.0,6.29,6.35,4.04,4642
42904,1.02,Ideal,D,SI1,62.8,58.0,6.39,6.37,4.0,5939
51278,0.25,Ideal,H,VS1,62.6,54.0,4.07,4.09,2.56,436
38065,0.32,Ideal,G,IF,61.9,55.0,4.39,4.38,2.71,1020
36147,0.51,Ideal,F,VS2,60.3,57.0,5.19,5.23,3.14,1574
69502,0.4,Ideal,F,VVS2,62.5,55.0,4.7,4.73,2.95,1138
116418,0.34,Ideal,H,VS2,62.4,56.0,4.43,4.47,2.78,689
42944,0.9,Premium,H,VS2,62.3,58.0,6.15,6.09,3.81,3550
74241,2.08,Ideal,H,SI2,62.0,57.0,8.19,8.23,5.09,16188
147383,0.7,Very Good,H,SI2,62.9,56.0,5.61,5.64,3.55,1886
7246,1.17,Ideal,G,VS2,61.7,53.0,6.78,6.82,4.2,7485
160428,1.13,Ideal,G,SI1,60.6,57.0,6.77,6.73,4.1,6405
37388,0.63,Premium,D,SI1,59.7,60.0,5.55,5.52,3.29,1990
175691,0.72,Very Good,F,SI1,62.8,57.0,5.67,5.69,3.56,1964
62298,0.52,Premium,F,SI1,61.8,58.0,5.16,5.19,3.19,1371
25042,0.28,Very Good,E,VVS2,61.7,56.0,4.18,4.21,2.59,616
45257,1.01,Very Good,E,SI2,62.5,57.0,6.37,6.41,4.0,4620
163348,1.58,Ideal,J,SI1,62.2,54.0,7.45,7.51,4.64,8281
44383,1.5,Premium,G,VVS2,61.1,59.0,7.45,7.42,4.54,15092
28920,0.7,Premium,E,SI1,62.7,57.0,5.7,5.64,3.56,2818
110112,0.78,Ideal,D,SI1,61.5,56.0,5.9,5.94,3.63,3502
11088,1.13,Premium,H,SI1,60.4,58.0,6.83,6.75,4.13,6627
96274,1.21,Premium,I,SI1,61.9,58.0,6.86,6.81,4.24,6018
97790,0.42,Very Good,D,VS2,62.7,55.0,4.77,4.8,3.0,938
157150,0.34,Ideal,H,VS1,61.6,55.0,4.5,4.52,2.78,614
60577,1.16,Premium,D,SI2,61.9,60.0,6.73,6.7,4.16,5736
140230,1.13,Premium,D,SI1,63.0,58.0,6.65,6.59,4.16,5550
13620,0.56,Ideal,H,VS2,61.2,56.0,5.32,5.35,3.26,1601
27887,0.61,Ideal,G,VVS2,61.8,56.0,5.47,5.49,3.37,2298
65634,0.9,Good,E,SI2,63.6,59.0,6.06,6.1,3.87,3398
106126,0.51,Premium,D,VS2,59.5,61.0,5.2,5.17,3.09,1776
4663,0.28,Ideal,F,IF,61.3,57.0,4.23,4.27,2.61,612
113994,0.54,Ideal,E,VS2,61.5,56.0,5.27,5.29,3.25,1760
134939,0.7,Very Good,G,SI1,61.8,57.0,5.67,5.69,3.51,2333
59271,2.05,Very Good,D,SI2,61.3,58.0,8.16,8.22,5.02,16294
119956,0.7,Premium,F,SI1,61.9,57.0,5.67,5.69,3.52,2562
149512,0.9,Very Good,F,SI1,63.6,57.0,6.08,6.12,3.87,3109
40420,0.23,Ideal,F,VVS2,61.5,57.0,3.95,3.97,2.44,525
64670,0.33,Ideal,G,VS1,62.1,55.0,4.43,4.45,2.76,660
34603,0.7,Very Good,E,SI1,59.7,63.0,5.74,5.78,3.42,2549
141984,0.58,Ideal,D,VS2,61.8,56.0,5.36,5.4,3.32,1919
183958,0.53,Ideal,E,SI2,62.9,57.0,5.21,5.19,3.27,1140
156441,0.34,Ideal,G,IF,61.4,56.0,4.5,4.53,2.78,1097
136710,2.11,Ideal,I,SI2,61.6,56.0,8.2,8.23,5.04,15137
5027,1.03,Very Good,D,SI2,61.2,59.0,6.52,6.49,3.97,4580
103768,0.41,Very Good,D,SI1,63.5,58.0,4.7,4.71,2.99,1015
51541,1.0,Very Good,H,SI1,59.3,58.0,6.5,6.54,3.88,4504
127437,0.5,Very Good,I,SI1,61.6,59.0,5.09,5.12,3.15,1040
110115,1.0,Very Good,F,SI2,62.7,58.0,6.38,6.33,3.98,4252
133799,0.41,Ideal,H,SI1,62.3,56.0,4.75,4.79,2.97,876
148322,0.71,Ideal,E,VS2,61.0,56.0,5.75,5.79,3.52,3084
168244,0.92,Very Good,D,SI1,60.8,61.0,6.23,6.29,3.81,4382
174955,0.26,Ideal,F,VS2,62.9,57.0,4.06,4.09,2.57,473
68693,1.12,Ideal,D,VS2,62.6,57.0,5.62,5.65,4.13,3135
101174,0.72,Premium,F,VS2,61.8,59.0,5.74,5.68,3.53,2631
27886,1.01,Good,F,VS1,63.6,49.0,6.37,6.32,4.04,6976
4637,0.9,Very Good,H,VS1,62.7,54.0,6.12,6.1,3.84,4385
52478,0.91,Very Good,G,SI1,62.5,57.0,6.12,6.17,3.84,3884
131455,1.11,Premium,I,SI2,61.8,58.0,6.66,6.7,4.13,4120
3085,0.4,Ideal,E,VVS2,61.5,57.0,4.75,4.73,2.91,1112
149465,1.01,Good,I,SI2,63.4,58.0,6.34,6.37,4.03,3823
151860,0.71,Ideal,E,VS1,60.2,59.0,5.76,5.79,3.48,3190
99877,0.31,Ideal,H,VS1,62.3,57.0,4.35,4.38,2.72,544
122490,0.41,Premium,G,VS2,60.0,59.0,4.81,4.84,2.9,827
80972,0.5,Ideal,G,VS1,61.1,56.0,5.12,5.15,3.14,1684
21870,0.91,Premium,H,VS1,61.9,58.0,6.23,6.2,3.85,4390
160774,0.92,Ideal,E,SI2,61.9,57.0,6.2,6.25,3.86,3946
132438,0.32,Ideal,H,VS2,62.6,55.0,4.39,4.36,2.74,689
93355,1.5,Very Good,H,VS1,59.4,60.0,7.38,7.41,4.42,11452
7518,0.33,Ideal,H,VVS1,62.3,55.0,4.46,4.43,2.77,798
101535,0.51,Ideal,G,IF,60.9,56.0,5.17,5.19,3.16,2093
62299,1.16,Ideal,G,VVS2,61.3,56.0,6.82,6.77,4.16,10389
135084,0.54,Ideal,G,VS2,61.3,56.0,5.28,5.3,3.25,1680
33048,1.52,Premium,G,VS2,59.8,59.0,7.58,7.51,4.5,13820
48539,0.31,Ideal,E,VS2,61.9,57.0,4.28,4.31,2.66,680
71076,1.03,Ideal,G,VS2,62.3,59.0,6.48,6.5,4.03,6604
77216,1.14,Ideal,D,SI1,60.9,57.0,6.78,6.76,4.12,7388
50347,0.52,Premium,G,VS2,59.3,59.0,5.25,5.18,3.09,1389
10512,0.33,Ideal,E,VS1,61.8,56.0,4.44,4.46,2.75,781
63085,1.5,Premium,I,VS2,62.5,60.0,7.27,7.24,4.53,6216
46505,1.01,Ideal,G,VS2,60.7,57.0,6.48,6.45,3.92,6350
186667,1.53,Very Good,F,SI1,61.6,60.0,7.38,7.44,4.57,13292
169301,0.5,Very Good,G,VS2,63.5,57.0,5.12,5.09,3.23,1437
153637,0.38,Ideal,I,VS1,61.0,55.0,4.7,4.73,2.88,670
28655,0.9,Very Good,F,SI1,61.7,57.0,6.17,6.2,3.81,4119
1846,0.31,Very Good,E,VVS2,62.3,59.0,4.29,4.31,2.68,617
152751,0.31,Ideal,J,VS2,61.6,55.3,4.36,4.41,2.7,413
97278,0.7,Ideal,E,SI2,61.6,57.0,5.67,5.7,3.5,2111
85812,1.01,Premium,G,SI1,59.6,61.0,6.55,6.49,3.88,3896
169220,0.53,Ideal,E,VS2,61.0,55.0,5.25,5.21,3.2,1813
130515,0.37,Ideal,H,VS1,61.4,55.0,4.62,4.67,2.85,717
71234,1.03,Ideal,E,SI2,62.7,56.0,6.41,6.38,4.01,3288
155599,0.3,Premium,E,VS2,61.1,61.0,4.37,4.33,2.66,764
14943,0.28,Very Good,E,VS2,62.4,58.0,4.21,4.24,2.64,472
77545,0.72,Ideal,E,VS2,60.0,56.0,5.88,5.85,3.53,3229
107003,1.54,Ideal,E,SI1,62.8,57.0,7.36,7.3,4.61,11040
122536,0.31,Ideal,E,VVS1,61.4,56.0,4.4,4.36,2.69,944
110539,0.3,Very Good,G,IF,63.3,57.0,4.26,4.29,2.71,863
10834,1.17,Ideal,G,VS1,61.8,56.0,6.76,6.8,4.19,8741
151,0.71,Very Good,G,SI2,62.5,59.0,5.68,5.72,3.56,2081
88100,1.51,Premium,F,VS2,62.1,60.0,7.3,7.33,4.54,14242
75329,0.5,Premium,E,VS2,59.5,60.0,5.16,5.19,3.06,1746
8407,1.15,Ideal,H,SI1,62.3,55.0,6.71,6.68,4.17,5195
125396,1.01,Ideal,E,VS1,61.5,57.0,6.44,6.41,3.96,10696
85579,1.53,Premium,H,SI2,61.4,59.0,7.4,7.45,4.56,7964
149166,0.73,Ideal,D,VS2,60.8,54.0,5.86,5.91,3.57,3229
124701,0.3,Ideal,I,VVS1,62.8,57.0,4.31,4.34,2.71,775
57400,0.31,Ideal,G,VS1,61.6,56.0,4.35,4.32,2.67,802
133586,2.0,Premium,I,VS2,60.8,62.0,8.1,8.06,4.93,16316
50638,1.11,Premium,G,I1,61.8,59.0,6.63,6.58,4.08,2444
121936,1.05,Premium,H,SI1,62.6,59.0,6.49,6.44,4.05,4936
166175,1.01,Ideal,I,VS1,62.0,59.0,6.45,6.41,3.98,4661
82985,0.53,Ideal,E,SI1,61.3,57.0,5.17,5.2,3.18,1333
98407,1.0,Ideal,E,I1,62.0,55.0,6.43,6.38,3.97,3584
164725,0.33,Ideal,G,VVS2,62.5,57.0,4.47,4.44,2.77,1113
19204,1.01,Ideal,G,VS2,61.7,57.0,6.41,6.45,3.97,6130
185533,2.01,Very Good,H,VS2,63.3,59.0,7.98,7.84,5.01,12846
9557,2.02,Good,I,VS2,63.6,59.0,8.01,7.93,5.07,12403
54416,0.51,Ideal,E,SI2,62.2,55.0,5.14,5.12,3.19,1138
181665,2.01,Premium,E,SI1,59.7,60.0,8.02,8.12,4.85,18152
31962,1.0,Good,E,SI2,63.6,59.0,6.29,6.32,4.01,3299
9935,0.56,Ideal,D,IF,61.2,57.0,5.34,5.31,3.26,2214
163177,1.01,Ideal,D,SI1,62.9,57.0,6.35,6.32,3.99,5610
4472,0.3,Ideal,I,VVS1,62.5,56.0,4.27,4.31,2.68,630
139899,1.52,Very Good,F,VS2,62.3,59.0,7.32,7.37,4.58,13849
43847,1.15,Ideal,H,SI2,62.1,57.0,6.73,6.68,4.16,4662
156691,0.72,Ideal,G,SI2,61.1,58.0,5.76,5.79,3.52,2306
69270,0.3,Very Good,E,VS2,62.8,57.0,4.24,4.29,2.68,844
129683,1.04,Premium,F,VS2,61.8,58.0,6.47,6.5,4.0,6346
189337,0.3,Ideal,F,IF,61.6,56.0,4.3,4.35,2.66,947
164476,0.32,Ideal,E,VS1,61.4,56.0,4.42,4.45,2.72,725
97921,0.4,Premium,D,VS2,60.8,58.0,4.74,4.76,2.89,1064
116145,0.54,Ideal,F,SI2,62.2,56.0,5.22,5.24,3.26,1147
85635,1.02,Ideal,G,VS2,62.0,57.0,6.48,6.44,4.0,7047
166768,0.41,Ideal,F,VS2,61.7,54.0,4.82,4.78,2.96,1107
122135,0.57,Very Good,D,VVS2,63.0,56.0,5.29,5.31,3.34,2202
1182,0.77,Ideal,G,SI1,60.3,57.0,5.92,5.97,3.58,3089
12994,0.57,Premium,G,VS1,59.5,58.0,5.38,5.43,3.22,1750
41895,0.61,Premium,E,SI1,62.6,62.0,5.23,5.2,3.25,1614
