id,carat,cut,color,clarity,depth,table,x,y,z,price
25756,0.3,Ideal,D,VS2,62.0,54.0,4.32,4.32,2.68,911
25757,0.31,Ideal,F,VS2,61.2,56.0,4.37,4.39,2.68,573
25758,0.36,Good,D,SI2,63.7,57.0,4.52,4.49,2.87,669
25759,0.9,Ideal,G,VS1,61.2,57.0,6.24,6.29,3.83,4579
25760,0.3,Premium,D,VS2,61.9,59.0,4.24,4.27,2.63,710
25761,0.7,Premium,G,VS1,61.2,58.0,5.71,5.74,3.51,2592
25762,0.38,Premium,G,VS1,61.6,58.0,4.7,4.65,2.88,966
25763,0.34,Premium,H,VS2,61.2,60.0,4.53,4.48,2.76,689
25764,0.24,Very Good,E,VVS2,60.1,57.0,3.97,4.01,2.41,485
25765,0.3,Ideal,E,SI1,62.6,56.0,4.28,4.23,2.66,515
25766,0.38,Ideal,I,VS1,61.9,55.9,4.63,4.66,2.87,654
25767,1.0,Very Good,D,VS2,61.2,60.0,6.36,6.39,3.9,6833
25768,0.54,Very Good,E,SI2,62.9,57.0,5.15,5.23,3.27,1154
25769,0.73,Ideal,I,VS2,61.5,55.0,5.79,5.81,3.57,2279
25770,0.72,Ideal,D,VS2,61.2,56.0,5.73,5.76,3.52,3563
25771,0.5,Very Good,E,SI1,58.9,62.0,5.18,5.2,3.06,1378
25772,0.7,Premium,E,SI1,61.9,59.0,5.67,5.71,3.51,2514
25773,1.01,Good,E,SI1,63.3,58.0,6.37,6.4,4.04,5511
25774,0.34,Ideal,G,VS2,62.1,55.0,4.53,4.5,2.8,765
25775,2.0,Premium,H,VS2,60.3,60.0,8.09,8.15,4.91,14341
25776,0.32,Ideal,H,IF,62.1,55.0,4.41,4.39,2.73,1080
25777,0.42,Ideal,F,SI1,60.9,57.0,4.86,4.83,2.95,886
25778,1.01,Very Good,I,SI1,63.1,58.0,6.37,6.41,4.03,4229
25779,0.56,Good,J,VS2,62.8,61.0,5.23,5.27,3.29,674
25780,1.56,Premium,I,VS1,62.4,59.0,7.43,7.46,4.64,9301
25781,1.21,Premium,D,SI2,62.6,58.0,6.84,6.81,4.26,6028
25782,0.43,Ideal,E,SI1,61.3,57.0,4.82,4.87,2.97,969
25783,0.41,Very Good,F,SI1,63.0,57.0,4.77,4.8,3.01,705
25784,1.0,Good,F,SI2,63.9,60.0,6.33,6.27,4.05,4121
25785,0.53,Very Good,E,VS1,61.5,59.0,5.24,5.21,3.22,1793
25786,1.01,Premium,F,I1,61.3,59.0,6.53,6.49,3.99,2916
25787,0.33,Premium,H,VS1,61.6,59.0,4.46,4.48,2.75,743
25788,0.83,Very Good,H,SI1,63.0,60.0,5.99,5.95,3.8,3005
25789,0.3,Ideal,G,VVS2,61.8,56.0,4.34,4.31,2.67,878
25790,0.91,Premium,G,VS2,62.1,58.0,6.21,6.18,3.85,4355
25791,0.75,Premium,E,VS2,61.5,59.0,5.88,5.83,3.6,3136
25792,0.72,Ideal,D,VS2,61.3,56.0,5.8,5.86,3.57,3154
25793,0.52,Premium,E,SI1,60.1,60.0,5.2,5.23,3.14,1270
25794,0.42,Premium,E,VS2,62.7,58.0,4.8,4.76,2.99,1024
25795,1.12,Ideal,G,SI2,62.1,57.0,6.69,6.66,4.15,4556
25796,1.01,Good,I,SI1,64.5,58.0,6.29,6.23,4.04,3899
25797,0.31,Ideal,D,SI2,62.0,53.0,4.35,4.38,2.7,463
25798,2.05,Ideal,I,VS2,62.2,56.0,8.18,8.12,5.06,18485
25799,0.42,Ideal,G,VVS1,62.2,55.0,4.81,4.84,2.99,1268
25800,0.39,Premium,E,SI1,60.9,60.0,4.75,4.7,2.88,884
25801,0.32,Ideal,F,VVS1,61.6,56.0,4.4,4.44,2.72,974
25802,2.0,Ideal,H,SI2,62.3,57.0,8.19,8.05,5.03,16319
25803,0.77,Ideal,D,SI2,61.0,57.0,5.92,5.95,3.63,3001
25804,0.53,Ideal,D,VS2,62.4,55.0,5.18,5.22,3.24,1881
25805,1.52,Premium,D,SI2,61.7,58.0,7.47,7.31,4.56,8778
25806,0.9,Very Good,E,SI2,62.3,57.0,6.27,6.17,3.87,3593
25807,0.36,Premium,I,VS2,61.5,60.0,4.56,4.61,2.82,537
25808,0.7,Ideal,F,VS1,62.1,55.0,5.68,5.71,3.53,2903
25809,1.51,Premium,G,VS2,62.2,58.0,7.24,7.27,4.51,12765
25810,0.56,Ideal,D,SI1,60.6,56.0,5.34,5.31,3.23,1814
25811,1.01,Good,D,I1,63.9,58.0,6.39,6.31,4.05,3249
25812,1.09,Very Good,F,SI1,61.3,58.0,6.6,6.69,4.08,5116
25813,0.32,Ideal,D,SI1,61.3,56.0,4.41,4.39,2.7,524
25814,0.31,Premium,F,VS2,59.8,59.0,4.39,4.42,2.63,625
25815,0.3,Premium,G,VVS2,63.0,58.0,4.29,4.27,2.7,878
25816,0.33,Ideal,D,VS2,62.1,55.0,4.43,4.47,2.77,781
25817,1.51,Premium,G,SI2,61.4,57.0,7.33,7.3,4.48,7173
25818,1.0,Good,F,SI1,61.7,61.0,6.35,6.32,3.9,6264
25819,1.01,Premium,G,SI2,60.5,59.0,6.47,6.39,3.89,3896
25820,0.23,Good,F,VS1,61.3,65.0,3.92,3.95,2.4,373
25821,0.71,Premium,F,SI1,61.6,58.0,5.69,5.74,3.52,2312
25822,0.51,Very Good,F,SI1,62.9,59.0,5.04,5.08,3.19,1271
25823,1.03,Ideal,E,SI1,61.8,56.0,6.51,6.45,4.01,5220
25824,1.01,Ideal,D,SI1,61.7,56.0,6.44,6.37,3.95,5601
25825,0.32,Ideal,H,I1,62.0,55.0,4.37,4.42,2.73,345
25826,0.7,Very Good,E,VS2,62.4,58.0,5.64,5.67,3.53,3223
25827,0.32,Ideal,E,VVS1,62.8,57.0,4.37,4.35,2.73,1069
25828,1.12,Ideal,E,SI2,61.1,56.0,6.73,6.79,4.13,5407
25829,0.3,Premium,E,VS2,61.4,58.0,4.31,4.34,2.66,626
25830,1.54,Good,H,VS2,59.5,56.0,7.56,7.5,4.47,9961
25831,0.72,Premium,H,SI1,62.7,59.0,5.73,5.7,3.59,2168
25832,0.3,Premium,F,VS2,62.1,58.0,4.28,4.31,2.67,605
25833,0.35,Ideal,H,VVS2,61.8,56.0,4.48,4.52,2.78,706
25834,0.34,Premium,E,VVS1,61.0,58.0,4.49,4.47,2.74,1000
25835,0.92,Ideal,I,VS1,61.9,54.0,6.24,6.27,3.87,4324
25836,0.31,Ideal,F,VS1,61.1,55.0,4.37,4.4,2.68,660
25837,0.9,Premium,E,SI1,62.3,61.0,6.12,6.1,3.81,3868
25838,0.32,Ideal,G,VS1,62.0,57.0,4.34,4.37,2.7,645
25839,0.32,Ideal,G,SI1,62.0,56.0,4.38,4.39,2.72,612
25840,0.71,Ideal,H,SI1,62.6,56.0,5.68,5.73,3.58,2180
25841,0.3,Very Good,D,SI1,62.0,59.0,4.24,4.27,2.64,552
25842,0.71,Ideal,G,SI1,61.7,56.0,5.73,5.77,3.55,2298
25843,0.34,Ideal,E,SI1,61.5,55.0,4.51,4.53,2.78,765
25844,0.23,Ideal,F,VVS2,61.6,54.0,3.97,3.99,2.46,478
25845,0.51,Very Good,F,SI1,62.8,54.0,5.14,5.12,3.22,1284
25846,0.57,Premium,E,SI2,59.2,59.0,5.39,5.43,3.21,1097
25847,0.9,Premium,F,SI1,62.5,58.0,6.15,6.18,3.85,3933
25848,0.75,Ideal,E,VS2,62.1,57.0,5.84,5.81,3.62,3229
25849,0.51,Premium,E,VS1,61.1,56.0,5.17,5.15,3.15,1980
25850,1.0,Ideal,E,VVS2,62.2,55.0,6.41,6.44,4.0,10122
25851,0.38,Ideal,F,VVS2,61.0,56.0,4.68,4.72,2.86,991
25852,1.01,Very Good,G,SI2,62.1,58.0,6.38,6.43,3.98,4242
25853,0.3,Ideal,G,VVS1,62.4,55.0,4.33,4.29,2.69,868
25854,0.3,Premium,F,VS1,61.9,58.0,4.29,4.34,2.67,570
25855,1.51,Ideal,E,SI1,62.6,56.0,7.31,7.32,4.58,10113
25856,0.77,Premium,E,SI1,62.7,58.0,5.8,5.84,3.66,3643
25857,0.66,Ideal,D,SI1,62.8,57.0,5.58,5.51,3.46,2079
25858,0.8,Ideal,E,SI2,62.0,57.0,5.97,5.93,3.68,2772
25859,2.03,Premium,H,SI1,60.8,61.0,8.2,8.14,4.99,15318
25860,0.3,Ideal,H,VS2,62.6,55.0,4.28,4.31,2.69,491
25861,0.31,Very Good,G,VVS1,61.2,57.0,4.37,4.39,2.68,640
25862,0.73,Premium,E,SI2,61.1,58.0,5.84,5.89,3.57,2573
25863,0.3,Ideal,G,IF,61.9,55.0,4.3,4.32,2.67,918
25864,0.41,Ideal,J,VVS1,61.9,56.0,4.79,4.78,2.96,1136
25865,0.4,Ideal,D,VS2,62.0,56.0,4.76,4.74,2.94,1127
25866,1.07,Very Good,H,SI1,61.6,56.0,6.56,6.59,4.06,5114
25867,1.0,Ideal,G,VS1,60.0,55.0,6.53,6.44,3.89,7469
25868,0.71,Good,J,VS2,64.3,58.0,5.61,5.56,3.59,1774
25869,0.53,Premium,F,SI1,60.3,59.0,5.26,5.21,3.16,1371
25870,1.3,Ideal,I,VS1,62.0,55.0,7.05,7.03,4.37,7567
25871,0.3,Very Good,I,VS1,63.0,55.0,4.25,4.31,2.7,452
25872,1.01,Ideal,E,SI1,61.9,56.0,6.45,6.5,4.01,5599
25873,1.55,Ideal,G,VS2,60.6,57.0,7.46,7.55,4.53,14277
25874,0.43,Premium,H,SI1,62.6,58.0,4.81,4.77,2.99,1016
25875,1.04,Ideal,F,SI1,61.0,56.0,6.57,6.6,4.02,5088
25876,0.32,Ideal,F,VS2,61.2,57.0,4.42,4.4,2.7,673
25877,0.76,Premium,D,SI1,59.8,58.0,6.02,5.94,3.57,3098
25878,1.26,Premium,F,VS1,61.1,60.0,7.0,6.95,4.26,8957
25879,1.83,Very Good,H,SI1,63.1,56.0,7.78,7.72,4.88,16235
25880,0.31,Ideal,F,VS2,61.6,55.0,4.37,4.33,2.68,802
25881,1.01,Ideal,H,SI1,61.9,57.0,6.39,6.42,3.97,4484
25882,1.57,Ideal,G,SI1,60.5,60.0,7.45,7.51,4.54,11927
25883,0.34,Ideal,E,VS2,61.7,55.0,4.48,4.51,2.77,745
25884,0.4,Very Good,G,SI1,62.8,55.0,4.73,4.77,2.98,692
25885,0.66,Good,E,SI2,60.9,60.0,5.64,5.54,3.42,2120
25886,0.51,Premium,H,VS1,59.7,58.0,5.23,5.2,3.11,1304
25887,2.01,Very Good,I,SI1,62.0,60.0,7.95,8.06,4.98,16992
25888,0.32,Ideal,D,VS2,63.0,56.0,4.37,4.35,2.74,758
25889,0.24,Very Good,F,VS2,62.0,58.0,3.99,4.02,2.49,453
25890,0.41,Premium,D,SI2,61.1,59.0,4.8,4.83,2.94,683
25891,1.53,Ideal,F,VS2,61.5,55.0,7.43,7.35,4.54,13653
25892,0.91,Very Good,G,SI2,59.8,61.0,6.29,6.25,3.74,3394
25893,1.03,Premium,H,SI1,62.5,59.0,6.46,6.42,4.02,5029
25894,2.14,Very Good,J,SI2,63.5,57.0,8.25,8.18,5.16,10758
25895,0.28,Ideal,H,VVS2,61.6,56.0,4.18,4.22,2.58,468
25896,1.51,Ideal,I,SI2,61.2,55.0,7.41,7.37,4.52,7836
25897,0.5,Ideal,G,VVS2,62.7,57.0,5.09,5.11,3.2,1838
25898,1.06,Ideal,H,SI1,62.0,57.0,6.59,6.47,4.04,4544
25899,2.01,Very Good,H,SI2,63.1,59.0,8.0,8.07,5.06,11212
25900,0.38,Premium,E,VS2,61.9,57.0,4.67,4.63,2.87,882
25901,0.5,Premium,F,SI1,60.1,59.0,5.18,5.29,3.14,1409
25902,1.7,Premium,D,SI2,58.6,60.0,7.82,7.78,4.57,10350
25903,0.42,Premium,H,VS1,62.4,58.0,4.76,4.79,2.98,915
25904,0.32,Premium,G,SI2,62.3,58.0,4.41,4.45,2.76,391
25905,1.25,Ideal,H,VS2,62.0,58.0,6.94,6.9,4.29,7639
25906,0.71,Ideal,F,SI1,61.7,58.0,5.69,5.74,3.52,2381
25907,0.52,Ideal,D,VS2,61.0,57.0,5.16,5.2,3.16,1822
25908,1.02,Premium,I,SI2,62.5,61.0,6.39,6.32,3.97,3056
25909,0.41,Ideal,D,VVS2,61.7,55.0,4.77,4.8,2.95,1295
25910,0.37,Premium,F,VVS1,60.9,59.0,4.71,4.68,2.86,1142
25911,1.51,Premium,I,VS1,62.2,61.0,7.33,7.3,4.55,10241
25912,0.41,Ideal,F,VVS2,61.7,56.0,4.78,4.8,2.96,1129
25913,0.4,Very Good,I,VS1,61.6,58.0,4.72,4.76,2.92,945
25914,0.41,Premium,G,VS2,61.6,58.0,4.71,4.74,2.92,837
25915,0.5,Premium,E,VVS2,60.3,60.0,5.14,5.12,3.09,2049
25916,0.52,Ideal,E,VS2,61.3,56.0,5.21,5.17,3.18,1815
25917,2.01,Very Good,E,SI2,63.8,55.0,8.1,8.05,5.12,16823
25918,0.72,Very Good,H,VS1,62.8,58.0,5.7,5.72,3.58,2557
25919,0.7,Ideal,E,VS2,61.6,58.0,5.68,5.78,3.53,3171
25920,0.55,Ideal,F,VS2,61.0,57.0,5.3,5.27,3.22,1814
25921,0.9,Good,I,VS2,63.9,58.0,6.08,6.12,3.89,3541
25922,0.97,Ideal,I,VS2,63.0,56.0,6.26,6.29,3.97,3942
25923,0.52,Ideal,H,VS1,61.1,56.0,5.19,5.26,3.17,1449
25924,0.38,Ideal,D,VS2,62.2,54.0,4.65,4.67,2.89,742
25925,1.0,Very Good,D,SI2,63.3,59.0,6.33,6.38,4.02,4704
25926,0.42,Good,F,SI1,60.3,61.0,4.82,4.86,2.92,926
25927,1.22,Ideal,I,VS2,62.6,57.0,6.84,6.79,4.27,6828
25928,2.11,Ideal,J,SI1,61.8,56.0,8.23,8.2,5.09,10388
25929,0.74,Very Good,G,VVS2,62.8,56.0,5.75,5.79,3.62,3267
25930,1.03,Very Good,G,SI1,63.1,57.0,6.35,6.39,4.02,5657
25931,1.06,Ideal,G,VS2,62.0,55.0,6.53,6.56,4.06,6301
25932,0.33,Premium,H,VS1,61.9,58.0,4.41,4.44,2.74,672
25933,0.51,Good,F,SI1,57.6,58.0,5.33,5.27,3.08,1286
25934,1.07,Ideal,E,SI2,61.3,56.0,6.61,6.59,4.05,5351
25935,2.24,Premium,H,SI2,62.7,58.0,8.36,8.32,5.21,14429
25936,1.2,Very Good,G,VS1,63.5,57.0,6.68,6.74,4.26,7391
25937,0.3,Ideal,D,VS2,61.6,55.0,4.33,4.35,2.67,661
25938,0.99,Ideal,H,SI1,62.8,57.0,6.29,6.32,3.96,4823
25939,0.56,Ideal,F,VS1,61.5,55.0,5.3,5.34,3.26,2083
25940,0.34,Premium,G,VS1,61.5,60.0,4.45,4.48,2.75,605
25941,0.3,Ideal,H,VS1,62.1,57.0,4.29,4.31,2.67,630
25942,0.77,Good,F,SI1,60.3,62.0,5.94,5.98,3.6,2999
25943,0.73,Ideal,G,VS1,61.3,57.0,5.79,5.82,3.56,2994
25944,0.9,Ideal,F,SI2,62.3,56.0,6.18,6.23,3.86,3368
25945,0.71,Premium,F,SI1,62.8,59.0,5.7,5.68,3.57,3119
25946,0.5,Very Good,F,SI1,63.3,58.0,5.04,4.99,3.15,1243
25947,1.01,Ideal,I,SI2,62.1,56.0,6.45,6.41,3.99,3599
25948,1.22,Ideal,I,SI1,62.0,56.0,6.88,6.83,4.25,5678
25949,1.5,Very Good,I,VS1,62.9,57.0,7.29,7.31,4.59,10388
25950,0.34,Ideal,D,SI1,62.0,55.0,4.51,4.54,2.8,769
25951,0.31,Premium,E,VVS1,60.1,58.0,4.41,4.4,2.64,1046
25952,1.01,Good,F,SI2,63.9,55.0,6.35,6.29,4.04,4221
25953,0.34,Ideal,G,IF,61.1,56.0,4.52,4.56,2.77,974
25954,0.31,Ideal,G,VVS2,62.3,54.0,4.37,4.4,2.74,642
25955,1.22,Premium,G,VS1,62.5,58.0,6.86,6.8,4.27,8227
25956,1.5,Very Good,I,SI1,61.8,60.0,7.27,7.32,4.51,8703
25957,0.23,Very Good,E,VVS2,61.8,59.0,3.96,3.99,2.47,465
25958,1.0,Good,G,SI1,64.1,59.0,6.32,6.29,4.04,4906
25959,0.5,Very Good,E,VS2,63.4,58.0,5.06,5.03,3.2,1438
25960,0.5,Ideal,D,SI1,62.7,57.0,5.08,5.05,3.17,1340
25961,0.53,Ideal,F,VS1,61.6,56.0,5.2,5.23,3.22,1807
25962,0.79,Ideal,E,VS2,62.1,57.0,5.92,5.96,3.69,3149
25963,0.57,Ideal,E,SI2,61.8,57.0,5.37,5.33,3.3,1429
25964,0.3,Ideal,F,VS1,62.6,54.0,4.27,4.29,2.68,612
25965,0.3,Ideal,F,IF,62.3,55.0,4.31,4.33,2.69,886
25966,0.34,Ideal,G,VS2,61.9,56.0,4.49,4.47,2.77,596
25967,1.15,Premium,E,VS2,61.9,58.0,6.71,6.74,4.16,8225
25968,0.77,Good,E,SI1,62.8,58.0,5.78,5.86,3.66,3226
25969,1.01,Premium,D,SI1,62.4,58.0,6.4,6.43,4.0,7272
25970,1.0,Good,D,VS2,58.1,62.0,6.56,6.6,3.84,6762
25971,1.51,Good,J,SI1,63.6,59.0,7.27,7.23,4.61,8684
25972,0.31,Ideal,E,VVS2,61.6,54.0,4.37,4.4,2.7,742
25973,1.01,Very Good,D,SI2,62.8,57.0,6.4,6.44,4.03,5204
25974,0.51,Premium,D,VS2,60.0,57.0,5.24,5.21,3.14,1806
25975,0.5,Very Good,E,SI1,63.3,61.0,4.99,4.92,3.14,1133
25976,1.4,Premium,F,VS2,60.2,60.0,7.32,7.27,4.37,13203
25977,0.7,Premium,E,VS1,58.2,60.0,5.85,5.79,3.38,2901
25978,1.0,Very Good,H,VS1,63.6,59.0,6.36,6.31,4.02,5806
25979,1.0,Very Good,F,VS2,62.8,57.0,6.34,6.31,3.97,5598
25980,1.01,Premium,E,SI2,60.7,58.0,6.51,6.45,3.94,4873
25981,1.7,Very Good,E,VS2,59.0,58.0,7.84,7.89,4.62,16286
25982,0.3,Ideal,F,VVS1,62.1,56.0,4.33,4.35,2.69,804
25983,2.03,Very Good,I,SI1,62.6,61.0,7.96,8.01,5.0,15303
25984,0.56,Premium,D,VVS2,61.2,57.0,5.36,5.32,3.27,2366
25985,0.4,Premium,F,SI1,62.5,59.0,4.7,4.67,2.93,945
25986,0.58,Ideal,E,VS2,61.7,56.0,5.39,5.41,3.33,1942
25987,0.57,Ideal,F,VVS2,61.3,56.0,5.35,5.39,3.29,2248
25988,0.31,Ideal,F,VS2,61.9,55.0,4.36,4.33,2.69,802
25989,0.47,Premium,J,VS1,60.9,59.0,5.03,4.95,3.06,994
25990,1.01,Premium,G,SI1,60.4,58.0,6.47,6.51,3.92,4718
25991,1.21,Very Good,H,VS2,63.2,56.0,6.74,6.79,4.28,7824
25992,0.53,Very Good,G,VS1,62.5,58.0,5.16,5.18,3.23,1752
25993,1.05,Ideal,F,SI2,61.9,56.0,6.57,6.54,4.06,4201
25994,0.3,Ideal,H,SI1,61.5,58.0,4.33,4.31,2.66,450
25995,0.32,Ideal,G,VS2,62.3,57.0,4.35,4.38,2.72,702
25996,2.02,Ideal,I,SI2,62.2,56.0,8.08,8.05,5.02,12985
25997,0.46,Ideal,G,VS1,61.4,55.0,4.99,4.96,3.06,1008
25998,0.56,Ideal,E,VS2,62.4,55.0,5.26,5.31,3.3,1847
25999,1.27,Ideal,H,VS2,61.6,57.0,6.95,6.98,4.29,7728
26000,1.01,Premium,F,SI2,60.7,61.0,6.49,6.44,3.92,3790
26001,0.5,Ideal,D,VS1,61.2,58.0,5.11,5.07,3.12,2018
26002,0.32,Ideal,G,IF,61.6,55.0,4.39,4.41,2.71,956
26003,1.0,Very Good,G,SI1,61.7,58.0,6.34,6.37,3.93,5154
26004,1.12,Premium,H,SI1,61.9,58.0,6.65,6.63,4.11,4940
26005,0.7,Very Good,I,VS1,61.1,58.0,5.7,5.75,3.5,2551
26006,0.9,Premium,F,SI2,61.1,59.0,6.19,6.15,3.77,3670
26007,0.53,Ideal,D,VS1,62.1,56.0,5.17,5.19,3.22,1924
26008,1.51,Very Good,D,SI2,62.8,60.0,7.26,7.2,4.54,9516
26009,0.71,Ideal,H,SI2,61.8,56.0,5.74,5.77,3.54,2171
26010,0.7,Ideal,F,VVS1,62.0,56.0,5.71,5.68,3.53,4194
26011,1.06,Premium,E,SI1,61.8,58.0,6.52,6.48,4.02,5804
26012,0.59,Very Good,E,VS2,61.6,59.0,5.38,5.44,3.33,1949
26013,0.56,Premium,G,SI1,62.0,57.0,5.31,5.25,3.27,1306
26014,0.71,Premium,E,VS1,61.3,59.0,5.71,5.69,3.49,3311
26015,0.72,Ideal,H,SI1,61.9,57.0,5.76,5.73,3.56,2364
26016,2.01,Premium,I,VS2,62.3,58.0,8.04,7.99,4.99,17515
26017,2.01,Ideal,G,SI1,61.7,56.0,8.13,8.1,5.01,18276
26018,0.7,Very Good,E,SI1,62.2,59.0,5.68,5.72,3.55,2699
26019,0.71,Very Good,G,VS1,63.3,57.0,5.64,5.67,3.58,3007
26020,0.76,Ideal,F,VS2,62.8,57.0,5.79,5.76,3.62,3238
26021,0.32,Very Good,H,VS2,62.2,60.0,4.3,4.32,2.68,461
26022,0.25,Very Good,E,VVS2,63.0,58.0,4.0,4.03,2.53,526
26023,1.09,Ideal,I,VS1,61.2,55.0,6.62,6.59,4.05,6217
26024,0.4,Very Good,H,VVS1,61.8,58.0,4.74,4.78,2.94,1043
26025,0.7,Ideal,F,SI1,62.2,56.0,5.71,5.74,3.56,2548
26026,0.7,Ideal,F,SI1,62.4,55.0,5.72,5.68,3.55,2479
26027,0.9,Very Good,G,SI2,62.5,56.0,6.14,6.17,3.83,3662
26028,0.32,Ideal,G,VS2,61.7,56.0,4.35,4.37,2.69,672
26029,0.3,Ideal,F,VVS1,61.9,56.0,4.3,4.25,2.65,857
26030,0.42,Ideal,G,VS2,61.1,56.0,4.84,4.87,2.96,847
26031,2.03,Premium,H,SI2,62.6,60.0,8.12,8.06,5.04,13312
26032,1.02,Premium,H,SI1,62.5,58.0,6.41,6.44,4.02,4670
26033,2.23,Premium,H,SI2,61.9,58.0,8.31,8.34,5.15,18259
26034,0.42,Ideal,E,SI1,62.4,55.0,4.77,4.8,2.98,692
26035,0.9,Good,G,SI1,64.1,55.0,6.01,6.09,3.9,3666
26036,1.01,Very Good,H,VS2,62.6,56.0,6.4,6.34,3.99,5469
26037,1.01,Good,J,VS2,63.6,59.0,6.38,6.31,4.04,3697
26038,0.9,Good,F,SI2,59.7,65.0,6.27,6.32,3.77,3660
26039,2.07,Ideal,H,SI2,59.8,59.0,8.32,8.27,4.97,18108
26040,0.55,Ideal,E,VS2,60.6,56.0,5.33,5.28,3.21,2099
26041,1.11,Ideal,G,VS2,62.5,57.0,6.66,6.61,4.15,6561
26042,0.3,Ideal,H,VS1,61.2,57.0,4.31,4.34,2.65,526
26043,0.4,Ideal,E,VVS2,61.2,59.0,4.75,4.79,2.92,1266
26044,1.54,Ideal,F,SI2,61.6,55.0,7.45,7.38,4.57,10012
26045,0.34,Premium,G,VS2,60.2,58.0,4.52,4.56,2.73,765
26046,0.32,Ideal,D,VS2,61.8,54.0,4.39,4.41,2.72,758
26047,1.16,Premium,G,SI2,60.5,60.0,6.81,6.78,4.11,5697
26048,1.5,Very Good,E,VS2,62.7,58.0,7.31,7.36,4.59,13453
26049,0.42,Very Good,F,VVS1,60.2,61.0,4.86,4.88,2.93,1424
26050,1.52,Very Good,I,SI2,59.2,61.0,7.46,7.51,4.45,6126
26051,2.0,Very Good,F,SI2,64.4,55.0,7.9,7.84,5.02,15585
26052,0.78,Ideal,E,SI2,60.6,56.0,5.92,5.96,3.59,2387
26053,1.5,Good,H,VS1,63.9,59.0,7.23,7.3,4.63,10288
26054,1.1,Ideal,G,VS1,61.8,55.0,6.62,6.65,4.11,7230
26055,0.36,Ideal,I,VS1,62.3,55.0,4.57,4.59,2.85,729
26056,1.7,Ideal,I,VS2,62.8,57.0,7.54,7.57,4.74,12030
26057,1.05,Premium,H,VS1,62.5,57.0,6.51,6.47,4.06,5431
26058,0.51,Ideal,E,SI1,61.5,57.0,5.14,5.17,3.17,1452
26059,0.41,Ideal,G,IF,61.8,55.0,4.76,4.78,2.95,1437
26060,0.42,Premium,F,SI1,62.4,58.0,4.76,4.79,2.98,723
26061,0.31,Ideal,E,VS1,62.1,55.0,4.31,4.34,2.69,722
26062,0.32,Ideal,I,VS1,62.7,56.0,4.37,4.45,2.76,649
26063,2.01,Very Good,I,SI1,60.4,59.0,8.07,8.14,4.89,14725
26064,0.85,Ideal,F,VS2,62.7,56.0,5.98,6.04,3.77,3643
26065,0.52,Ideal,D,VS2,60.9,57.0,5.22,5.17,3.17,1768
26066,1.01,Premium,G,SI2,59.7,60.0,6.61,6.56,3.93,4525
26067,0.36,Ideal,E,VS1,61.9,55.4,4.58,4.61,2.84,810
26068,0.52,Ideal,F,SI1,61.2,56.0,5.2,5.24,3.19,1397
26069,1.52,Very Good,J,VS2,59.9,59.0,7.39,7.45,4.41,7415
26070,1.5,Good,I,VS2,63.6,55.0,7.19,7.25,4.61,10350
26071,1.5,Ideal,I,SI1,61.9,55.0,7.33,7.38,4.56,7659
26072,1.59,Premium,G,VS2,61.3,60.0,7.42,7.49,4.57,13135
26073,0.41,Ideal,E,VS2,61.0,56.0,4.84,4.81,2.94,1077
26074,1.18,Ideal,F,IF,60.6,56.0,6.8,6.88,4.16,13560
26075,1.53,Premium,E,SI1,61.4,59.0,7.43,7.38,4.55,13564
26076,1.53,Premium,H,SI1,60.2,59.0,7.45,7.41,4.49,9014
26077,0.91,Good,F,SI1,64.0,58.0,6.09,6.06,3.89,3439
26078,0.4,Premium,D,VS1,62.5,58.0,4.75,4.73,2.96,1044
26079,0.52,Ideal,D,VS2,61.3,57.0,5.16,5.2,3.18,1819
26080,1.05,Very Good,G,VS2,62.9,58.0,6.42,6.45,4.05,6486
26081,0.81,Premium,D,SI1,62.8,59.0,5.91,5.87,3.68,3553
26082,1.0,Fair,F,VVS2,67.4,60.0,6.07,5.93,4.09,6027
26083,0.42,Ideal,D,SI1,61.2,57.0,4.8,4.83,2.95,941
26084,0.56,Ideal,H,VS2,61.7,57.0,5.27,5.32,3.27,1607
26085,0.74,Fair,F,SI1,65.2,60.0,5.61,5.57,3.69,2398
26086,0.41,Ideal,E,VS1,62.2,57.0,4.75,4.8,2.97,1079
26087,2.01,Very Good,H,SI1,60.3,59.0,8.12,8.06,4.84,16901
26088,1.01,Ideal,D,SI2,62.4,57.0,6.37,6.41,3.99,4977
26089,1.16,Ideal,H,VS1,62.2,55.0,6.78,6.73,4.21,7946
26090,0.74,Very Good,F,VVS1,63.1,56.0,5.74,5.77,3.62,3208
26091,0.43,Ideal,G,VS1,61.1,56.0,4.84,4.86,2.97,1048
26092,1.11,Ideal,H,VS2,61.9,55.0,6.65,6.69,4.12,5147
26093,0.5,Very Good,H,VS1,61.8,55.0,5.15,5.13,3.18,1659
26094,1.24,Ideal,G,VVS1,61.9,55.0,6.84,6.89,4.25,10483
26095,2.09,Premium,J,SI2,61.0,58.0,8.28,8.21,5.04,13119
26096,0.76,Ideal,F,VVS1,62.1,55.0,5.88,5.85,3.64,3670
26097,0.73,Ideal,H,VS1,62.2,55.0,5.8,5.78,3.6,2829
26098,0.25,Premium,E,VVS2,61.0,56.0,4.1,4.08,2.5,548
26099,1.04,Ideal,G,VS2,61.7,57.0,6.47,6.51,4.0,6076
26100,1.02,Ideal,F,SI2,62.6,56.0,6.43,6.47,4.03,4751
